"","id","hexaco1","hexaco2","hexaco3","hexaco4","hexaco5","hexaco6","hexaco7","hexaco8","hexaco9","hexaco10","hexaco11","hexaco12","hexaco13","hexaco14","hexaco15","hexaco16","hexaco17","hexaco18","hexaco19","hexaco20","hexaco21","hexaco22","hexaco23","hexaco24","hexaco25","hexaco26","hexaco27","hexaco28","hexaco29","hexaco30","hexaco31","hexaco32","hexaco33","hexaco34","hexaco35","hexaco36","hexaco37","hexaco38","hexaco39","hexaco40","hexaco41","hexaco42","hexaco43","hexaco44","hexaco45","hexaco46","hexaco47","hexaco48","hexaco49","hexaco50","hexaco51","hexaco52","hexaco53","hexaco54","hexaco55","hexaco56","hexaco57","hexaco58","hexaco59","hexaco60","hexaco61","hexaco62","hexaco63","hexaco64","hexaco65","hexaco66","hexaco67","hexaco68","hexaco69","hexaco70","hexaco71","hexaco72","hexaco73","hexaco74","hexaco75","hexaco76","hexaco77","hexaco78","hexaco79","hexaco80","hexaco81","hexaco82","hexaco83","hexaco84","hexaco85","hexaco86","hexaco87","hexaco88","hexaco89","hexaco90","hexaco91","hexaco92","hexaco93","hexaco94","hexaco95","hexaco96","hexaco97","hexaco98","hexaco99","hexaco100","hexaco101","hexaco102","hexaco103","hexaco104","hexaco105","hexaco106","hexaco107","hexaco108","hexaco109","hexaco110","hexaco111","hexaco112","hexaco113","hexaco114","hexaco115","hexaco116","hexaco117","hexaco118","hexaco119","hexaco120","hexaco121","hexaco122","hexaco123","hexaco124","hexaco125","hexaco126","hexaco127","hexaco128","hexaco129","hexaco130","hexaco131","hexaco132","hexaco133","hexaco134","hexaco135","hexaco136","hexaco137","hexaco138","hexaco139","hexaco140","hexaco141","hexaco142","hexaco143","hexaco144","hexaco145","hexaco146","hexaco147","hexaco148","hexaco149","hexaco150","hexaco151","hexaco152","hexaco153","hexaco154","hexaco155","hexaco156","hexaco157","hexaco158","hexaco159","hexaco160","hexaco161","hexaco162","hexaco163","hexaco164","hexaco165","hexaco166","hexaco167","hexaco168","hexaco169","hexaco170","hexaco171","hexaco172","hexaco173","hexaco174","hexaco175","hexaco176","hexaco177","hexaco178","hexaco179","hexaco180","hexaco181","hexaco182","hexaco183","hexaco184","hexaco185","hexaco186","hexaco187","hexaco188","hexaco189","hexaco190","hexaco191","hexaco192","hexaco193","hexaco194","hexaco195","hexaco196","hexaco197","hexaco198","hexaco199","hexaco200","sample","missing_hexacoitems","missing_demographics","retain","sincerity","fearfulness","socialselfesteem","forgiveness","organization","aestheticappreciation","fairness","anxiety","socialboldness","gentleness","diligence","inquisitiveness","greedavoidance","dependence","sociability","flexibility","perfectionism","creativity","modesty","sentimentality","liveliness","patience","prudence","unconventionality","altruism","honestyhumility","emotionality","extraversion","agreeableness","conscientiousness","openness","other","matched","hexaco_global_ml","hexaco_global_pca","hexaco_global_unit","hexaco_items_global_ml","mahalanobis_distance_applicant","mahalanobis_distance_research","proximity_to_ideal_applicant","proximity_to_ideal_research","modal_distance_applicant","modal_proximity_applicant","prop_extreme","weighted_desirability","mean_agreement"
"2661",218269,4,1,4,4,4,2,1,2,4,3,4,4,3,2,4,3,4,2,2,2,2,2,4,4,3,3,5,3,4,3,4,1,2,4,4,2,3,2,3,3,2,2,3,4,4,2,2,2,1,4,4,4,4,3,1,3,3,4,4,4,3,4,4,3,4,3,4,4,4,3,2,3,4,2,2,3,2,4,1,4,4,2,3,4,2,3,2,2,3,3,2,2,2,4,4,2,2,3,1,3,4,2,4,2,2,4,2,5,2,4,4,4,3,4,1,4,3,4,4,4,4,2,1,4,2,2,5,4,3,2,1,2,2,3,4,3,2,4,2,2,4,2,4,2,4,3,2,4,3,4,2,4,4,3,2,4,2,4,2,3,4,4,2,2,2,3,2,2,2,3,1,3,2,3,1,3,2,2,3,2,2,2,4,2,4,3,2,2,2,4,2,2,3,4,4,4,4,2,2,2,"applicant",0,0,TRUE,3.75,2.625,4.5,3.25,3.875,3.625,4.625,2.125,3.75,3.5,3.875,4.125,3.625,3.25,3.875,3.375,3.75,3.625,4,3.5,3.875,3.75,4,3.375,3.875,4,2.875,4,3.46875,3.875,3.6875,3.875,TRUE,0.272639764598205,0.354699117772866,16.15625,0.29456182884237,102.689581990065,86.9747967137939,-102.689581990065,-86.9747967137939,0.34,-0.34,0.075,0.280193526691531,2.91
"2662",215142,4,1,4,4,4,2,1,2,5,2,5,5,4,2,4,2,4,2,2,1,2,2,5,4,2,4,4,4,4,4,4,2,1,4,5,2,4,2,2,2,1,2,2,4,4,1,1,2,2,4,5,4,5,2,1,1,5,2,5,5,4,4,2,2,4,5,4,5,5,4,1,2,4,2,1,4,1,2,1,4,2,1,2,5,5,2,2,4,3,4,2,2,2,4,5,2,1,3,2,4,4,2,4,2,2,4,1,5,2,4,2,2,4,4,1,4,2,2,4,4,4,2,1,2,2,1,5,3,4,4,1,1,1,5,4,2,1,5,2,1,4,1,5,1,5,2,1,5,1,4,1,5,5,4,1,5,4,4,2,5,4,4,1,4,1,2,1,1,1,5,1,4,1,4,1,1,4,4,2,1,2,2,4,4,5,4,1,2,1,5,1,1,5,4,4,5,5,1,4,1,"applicant",0,0,TRUE,4.125,2.125,4.625,2.875,4.5,3.875,4.75,1.75,4,3.375,4.5,4.875,3.25,3.125,3.5,2.625,4,4,4.125,3.375,4.125,4.125,4.875,3.125,4.375,4.0625,2.59375,4.0625,3.25,4.46875,3.96875,4.375,TRUE,0.591970957877192,0.926754675447429,17.21875,1.16327496344813,303.596109843056,296.677498634829,-303.596109843056,-296.677498634829,0.69,-0.69,0.395,0.293517216345942,2.91
"2663",216458,4,1,4,4,4,2,1,2,5,3,4,4,4,2,4,2,4,2,1,4,2,1,5,4,2,4,5,2,4,3,5,1,2,3,4,2,4,2,2,4,2,2,3,5,4,2,1,2,1,4,4,4,4,2,1,3,4,2,4,4,2,2,3,2,4,1,3,4,4,2,1,3,4,4,2,3,2,5,1,4,4,2,3,4,2,2,3,2,3,2,2,2,2,3,4,2,2,3,2,4,4,2,5,2,2,4,1,4,1,4,3,2,2,3,1,4,3,3,2,4,4,2,2,4,1,1,5,4,4,3,1,1,1,4,3,2,1,4,2,2,3,2,5,3,5,2,2,2,1,4,1,4,4,4,1,4,2,3,3,2,5,4,2,2,2,2,1,2,1,5,2,2,1,3,1,2,1,3,2,1,1,2,4,2,4,4,1,4,2,4,1,1,3,4,5,4,4,1,1,2,"applicant",0,0,TRUE,4.125,1.875,4.125,3.875,4.375,4,5,2,4.25,3.25,4.25,4.25,4.375,2.875,3.375,3.75,4.125,3,4.125,4.125,3.75,3.625,4.5,3.625,4.25,4.40625,2.71875,3.875,3.625,4.3125,3.71875,4.25,TRUE,0.767527760970168,1.00160745663105,17.21875,0.920759168956441,144.335401187705,133.199418764521,-144.335401187705,-133.199418764521,0.465,-0.465,0.24,0.319383015139389,2.755
"2664",101270,4,1,4,4,4,2,1,2,5,5,4,5,4,2,5,4,4,4,4,4,2,1,5,4,2,4,5,4,2,4,5,3,2,4,5,4,4,2,3,4,2,2,3,3,3,1,1,2,2,4,5,4,5,2,1,3,4,4,5,4,4,1,4,2,4,3,5,3,5,5,1,2,5,4,2,4,4,4,1,5,4,1,4,4,3,4,3,3,2,2,3,2,1,5,5,2,2,4,1,4,3,2,5,2,2,4,1,5,3,4,5,3,2,5,2,2,4,5,5,4,4,4,1,3,4,1,5,5,4,5,2,1,2,5,3,1,2,5,1,2,5,1,5,1,5,1,2,5,2,5,1,5,5,3,1,4,4,2,3,1,4,5,1,2,1,2,1,2,1,4,2,2,2,2,1,2,1,2,2,1,2,4,4,2,5,4,1,3,1,5,1,1,4,3,5,4,5,2,1,1,"research",0,0,TRUE,4.125,2,4.5,3.25,3.25,4,5,1.875,4.375,4.25,4.5,4.25,3.25,2,3.75,3.75,3.875,3.5,4,3.375,4.5,4.875,5,3.25,4.375,4.09375,2.3125,4.28125,4.03125,4.15625,3.75,4.375,TRUE,1.23330125177611,1.45937444057808,18,1.35763674935233,305.681831668798,177.39748326872,-305.681831668798,-177.39748326872,0.665,-0.665,0.39,0.282655206708654,3.075
"2667",217648,4,1,4,4,4,2,1,3,4,3,5,3,3,2,4,2,3,2,3,3,2,2,4,4,3,4,4,4,3,3,5,3,2,3,5,4,4,3,2,3,2,3,2,3,4,1,3,2,2,4,4,3,4,4,2,3,4,3,4,3,3,4,4,2,3,4,3,3,4,4,2,3,4,2,2,4,2,4,2,4,4,2,4,3,3,5,2,3,4,4,3,3,2,3,4,2,3,4,2,4,3,3,4,2,2,3,2,3,4,4,3,3,2,4,2,4,4,4,4,4,3,2,2,4,2,2,5,3,4,3,1,3,3,3,3,3,2,5,3,2,4,2,4,3,4,3,2,4,4,3,2,5,5,3,2,3,4,3,3,2,5,4,2,3,2,3,2,3,3,4,2,3,2,4,1,3,1,3,2,3,2,3,4,3,4,2,2,4,2,4,2,2,3,4,3,3,4,2,2,2,"applicant",0,0,TRUE,3.25,2.25,4,3.25,3.5,3.375,4.5,2.5,4.25,3.125,4.375,2.875,3,2.875,3.625,3.375,3.875,4,3.25,3.375,4,3.875,3.875,3.625,3.625,3.5,2.75,3.96875,3.40625,3.90625,3.46875,3.625,TRUE,-0.0156477325879121,-0.0288581712114558,15.5,-0.162252914747678,137.397605996382,114.503955769283,-137.397605996382,-114.503955769283,0.555,-0.555,0.075,0.180745545708456,3.065
"2668",100827,4,1,4,4,4,2,1,3,4,4,5,5,3,2,4,1,5,2,2,4,2,2,4,4,3,2,5,4,4,3,1,3,2,3,5,1,1,2,2,3,1,3,3,4,4,1,1,1,1,3,4,3,5,1,1,3,4,3,3,5,3,3,4,2,5,5,5,5,5,3,1,2,5,3,1,4,2,4,1,3,3,1,5,4,3,3,2,4,2,5,1,3,1,4,4,2,2,3,1,3,5,2,5,3,2,4,1,4,3,4,4,4,4,3,1,3,2,5,5,4,4,1,1,3,1,2,5,3,3,4,1,2,2,3,3,2,1,1,3,2,3,2,4,2,4,4,2,4,2,4,1,5,5,3,1,5,3,3,2,2,5,5,2,3,3,3,1,2,2,4,1,3,1,4,1,3,3,2,1,2,2,3,4,3,5,3,2,3,1,4,1,2,3,1,5,3,4,1,1,1,"research",0,0,TRUE,3.875,2.625,4.625,3,4.5,4,4.5,2.75,3.75,3.75,4.75,4.5,3,2.875,3.875,3.625,4.25,3.625,4.125,3.625,3.875,4,4.625,3.375,3.875,3.875,2.96875,4.03125,3.59375,4.53125,3.875,3.875,TRUE,0.718961128960152,0.891116412718744,16.9375,0.819963495170555,360.847987453536,239.972302464615,-360.847987453536,-239.972302464615,0.645,-0.645,0.34,0.267261019908762,2.875
"2669",100289,4,1,4,4,4,2,1,4,3,2,2,2,3,2,4,2,2,2,1,4,3,2,4,4,3,3,4,3,4,4,4,3,1,4,2,2,2,4,3,4,2,2,4,4,2,2,3,2,2,4,4,4,4,3,2,2,2,3,2,4,2,4,4,2,3,3,5,3,4,4,1,2,3,2,1,4,3,4,1,3,4,2,1,2,2,2,4,2,3,2,1,2,1,3,4,2,3,2,2,3,3,1,5,2,1,3,3,4,3,3,4,4,3,4,1,4,3,4,4,4,4,3,2,4,2,1,5,2,2,3,3,4,2,2,3,2,1,5,1,1,3,4,4,2,4,4,2,2,1,5,1,4,4,4,2,2,4,4,2,2,4,4,2,2,3,4,2,2,2,4,1,2,2,4,2,2,1,2,4,2,1,3,3,2,4,2,2,4,2,4,4,2,5,4,4,4,4,2,2,1,"research",0,0,TRUE,3.375,2.875,4.25,3.75,3.875,4.25,4.625,2.75,3.75,3.375,2.375,3,3.375,3.5,3.375,4,3.5,3.75,4.625,4,3.375,3.375,3.75,3.25,4.25,4,3.28125,3.6875,3.625,3.375,3.5625,4.25,TRUE,-0.176859520185117,-0.322831013423109,14.96875,-0.235345086432122,273.216336968766,168.180577075425,-273.216336968766,-168.180577075425,0.655,-0.655,0.145,0.17984444668038,2.815
"2670",101159,4,1,4,4,4,2,1,4,3,4,4,3,4,2,4,3,4,4,2,4,2,2,5,3,3,2,5,4,2,3,5,3,2,4,4,3,2,2,2,4,2,2,3,4,5,1,2,2,1,3,1,3,5,4,1,4,2,3,4,4,2,2,1,3,4,2,4,3,5,4,1,2,5,3,2,4,1,4,1,4,3,4,3,4,3,4,2,2,3,2,1,3,2,4,5,2,1,2,1,3,4,2,5,4,1,4,2,5,2,3,3,2,5,4,1,4,3,4,2,3,5,2,1,2,1,2,5,2,2,2,1,2,2,4,3,4,1,4,2,4,5,2,4,1,4,3,1,5,2,4,1,4,4,3,2,4,2,3,4,4,5,2,1,4,2,5,2,1,5,3,1,4,1,4,1,4,2,4,3,2,1,4,3,2,4,4,1,4,1,4,1,2,4,5,4,3,4,2,1,1,"research",0,0,TRUE,3.75,2.875,4.25,2.625,4.25,3.625,5,3.375,3.375,3,3.875,3.875,3.75,2.25,3,3,3.75,2.75,4.375,3.25,4.375,3.75,4.25,2.75,4.25,4.21875,2.9375,3.75,3.09375,4.03125,3.25,4.25,TRUE,-0.12018996659111,-0.0548930303545499,15.40625,-0.059528473680901,452.819368587085,271.650123780151,-452.819368587085,-271.650123780151,0.685,-0.685,0.26,0.212560920162946,2.905
"2673",100837,4,1,4,4,4,2,1,4,5,2,5,4,2,4,5,5,4,2,2,4,2,2,3,4,4,5,4,4,4,3,3,2,1,1,5,4,4,4,1,4,2,3,4,4,5,1,1,2,1,4,4,4,5,5,3,2,4,2,5,4,2,2,4,4,4,2,2,4,5,4,2,4,2,2,2,4,1,2,1,4,4,2,2,4,2,2,2,2,2,2,2,2,2,4,4,2,2,4,2,4,2,2,4,4,2,4,1,4,1,5,5,2,2,5,1,5,4,4,3,4,4,2,2,2,2,2,1,4,2,4,1,5,2,2,4,4,2,5,2,2,4,2,4,2,4,2,1,4,2,4,1,5,4,2,1,2,4,4,2,2,4,3,4,2,2,4,2,2,2,4,2,4,2,2,1,5,2,2,2,4,2,2,4,4,4,2,2,4,1,4,2,4,4,4,5,5,5,2,2,2,"research",0,0,TRUE,3.375,2,4.125,3,4,3,3.875,2.75,4,2.875,4.5,2.875,3.625,3.875,4.375,2.625,3.75,3.5,3.625,4.125,4.375,3.875,3.875,3.25,4.375,3.625,3.1875,4.21875,3.09375,4.03125,3.15625,4.375,TRUE,-0.133897751710371,-0.213926931462497,14.9375,0.0851510511428667,389.038350322679,230.239878034827,-389.038350322679,-230.239878034827,0.655,-0.655,0.21,0.227130777108332,2.995
"2674",214193,4,1,4,4,4,2,1,4,5,3,5,4,3,2,4,2,3,2,2,2,2,2,5,4,3,4,4,3,4,3,4,2,2,3,4,3,3,3,2,4,2,2,3,4,5,1,2,2,1,4,4,4,4,3,2,4,4,4,3,4,3,4,4,2,3,4,3,4,4,4,1,3,5,3,2,4,3,3,1,3,4,2,3,4,3,4,2,3,3,3,3,2,2,4,4,2,3,4,2,4,3,2,5,2,2,4,2,4,3,4,4,4,3,4,1,4,3,4,5,4,4,2,2,4,2,2,5,4,3,3,2,2,2,3,3,2,2,4,2,1,3,2,4,2,5,3,2,3,2,3,2,5,4,3,2,3,3,3,2,2,4,4,1,2,2,2,2,3,1,4,2,2,2,3,1,3,2,2,2,3,2,3,4,2,4,3,3,4,2,4,2,2,4,4,4,4,5,1,1,2,"applicant",0,0,TRUE,4,2.125,4,3.75,3.75,3.375,4.625,2.625,4,3.5,3.875,3.625,3.25,3,3.875,3.875,3.5,3.75,3.75,3.875,3.875,4.125,4.375,3.5,4.375,3.90625,2.90625,3.9375,3.8125,3.875,3.5625,4.375,TRUE,0.444638034992085,0.433913663300281,16.1875,0.483924085275726,111.091063322446,92.1842781232319,-111.091063322446,-92.1842781232319,0.385,-0.385,0.12,0.28622830256663,2.985
"2675",100610,4,1,4,4,4,2,2,1,3,2,3,3,4,2,4,2,4,4,2,3,2,2,4,3,3,4,5,3,4,4,5,1,2,4,4,2,4,2,2,3,2,5,2,4,4,2,2,2,1,4,5,4,4,5,1,3,4,4,3,4,2,2,3,2,3,3,4,3,5,3,2,2,4,4,1,4,4,1,1,4,3,2,2,4,2,2,2,2,2,1,1,1,1,2,4,2,2,2,1,3,4,4,4,2,2,4,3,4,2,4,4,4,2,2,1,3,4,4,4,3,4,4,1,3,2,4,5,2,2,4,2,5,1,3,4,2,2,2,1,2,4,2,3,1,4,4,1,4,2,4,1,4,4,3,4,2,2,4,4,2,4,4,1,2,2,4,2,2,2,2,1,2,2,3,1,3,4,4,2,2,2,2,4,2,4,5,2,3,2,4,2,4,4,4,4,3,4,2,1,1,"research",0,0,TRUE,3.75,2.875,4.875,3.375,3.75,2.625,4.75,2.25,3.25,3.375,3.125,3.25,4.125,3.125,3.625,3.875,3.625,2,4.25,3.625,4.25,3.375,3.875,2.625,4.125,4.21875,2.96875,4,3.5,3.59375,2.625,4.125,TRUE,0.0107961907355231,-0.165171739611195,14.96875,0.0770814846960556,260.259834546842,178.688809585295,-260.259834546842,-178.688809585295,0.58,-0.58,0.17,0.246554076958323,2.85
"2676",216167,4,1,4,4,4,2,2,1,5,4,4,5,4,2,4,2,4,1,3,1,1,1,4,5,4,5,5,3,2,2,5,2,1,2,5,1,4,1,1,4,2,2,2,2,5,1,1,1,2,5,5,4,4,4,1,4,4,4,5,5,3,2,4,2,4,5,4,3,5,5,1,5,4,5,1,4,2,4,1,5,3,2,4,5,3,4,1,2,3,2,2,2,1,4,5,1,4,4,1,4,4,2,4,1,1,4,1,5,3,5,5,5,4,5,1,4,5,5,4,5,3,1,1,4,2,1,5,5,5,4,1,1,1,4,4,1,1,4,1,2,5,4,4,2,5,1,1,4,2,4,3,5,5,2,1,4,3,2,2,2,2,5,2,4,1,2,2,2,2,5,1,2,1,4,1,4,2,3,1,1,2,4,4,2,4,2,1,2,1,5,2,2,3,4,4,4,5,1,1,2,"applicant",0,0,TRUE,3.25,1.125,4.875,3.625,3.875,3.625,4.5,1.875,4.5,3.375,4.75,4.875,3.625,2.25,4.375,4.25,3.5,4.25,4,2.75,5,4.375,4.375,4.125,4.25,3.84375,2,4.6875,3.90625,4.125,4.21875,4.25,TRUE,1.42416657341557,1.8079261988781,18.78125,1.60697617447843,210.099004762476,185.482033602645,-210.099004762476,-185.482033602645,0.615,-0.615,0.43,0.314339890871706,2.975
"2677",100995,4,1,4,4,4,2,2,2,4,4,4,4,3,2,4,2,2,2,4,2,2,2,4,4,4,3,4,2,4,4,4,2,2,3,4,2,2,2,3,4,2,2,3,2,3,2,2,2,2,4,4,3,4,1,2,2,2,3,4,2,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,4,2,4,2,2,4,2,2,2,3,4,4,3,2,2,4,2,2,3,4,2,4,3,2,4,4,2,4,2,2,4,2,4,4,4,4,4,4,3,2,4,3,4,4,4,2,4,2,4,2,2,4,4,4,4,2,3,2,4,4,2,3,4,3,2,4,2,4,2,3,2,2,2,2,4,2,4,4,3,2,4,4,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,3,3,2,4,2,2,4,3,3,4,2,4,2,2,3,4,4,4,4,2,2,2,"research",0,0,TRUE,2.625,2.625,4,3.875,4,4.125,4,2.375,3.75,3.625,3.625,3.25,2.75,2.375,3.125,3.875,2.875,3.125,3,3.5,3.75,3.875,4,3.5,3.875,3.09375,2.71875,3.65625,3.8125,3.625,3.5,3.875,TRUE,-0.19927010921197,-0.378441716549113,14.96875,-0.341295069449547,182.097443110507,143.626344791218,-182.097443110507,-143.626344791218,0.54,-0.54,0.01,0.180612871177001,2.93
"2679",214973,4,1,4,4,4,2,2,4,4,2,4,4,4,2,4,4,4,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,2,2,4,2,2,5,4,4,2,2,2,2,4,4,3,4,2,2,4,4,2,4,4,2,2,3,4,4,4,4,3,4,4,2,4,4,4,2,4,2,4,2,2,4,2,2,4,4,4,4,4,2,4,3,2,2,4,4,2,4,4,2,4,4,2,4,4,2,3,2,4,2,4,4,3,4,4,2,3,4,4,4,4,3,2,2,2,2,2,5,2,4,4,1,2,2,4,4,2,2,4,2,2,4,2,4,3,4,2,2,2,2,4,2,4,4,2,2,4,2,2,2,4,4,4,3,2,2,4,4,4,2,4,2,3,2,4,1,4,4,4,2,2,2,4,4,4,4,2,2,4,2,4,2,2,4,4,4,4,4,2,1,2,"applicant",0,0,TRUE,3.125,1.875,4,3.25,4,4,4.25,3.75,3.75,2.875,3.875,4,3.75,2.25,3.625,2.625,3.5,4,3.875,3.625,4,3.75,3.75,3.875,4.125,3.75,2.875,3.84375,3.125,3.78125,3.96875,4.125,TRUE,-0.215369137073027,-0.100068239255621,15.59375,-0.349836861471864,147.40771211463,126.239849598159,-147.40771211463,-126.239849598159,0.45,-0.45,0.03,0.212232977635213,3.11
"2680",215539,4,1,4,4,4,2,2,4,5,4,5,3,4,2,5,2,4,1,2,2,1,1,5,4,3,4,5,4,4,3,4,3,2,2,4,3,4,1,1,4,2,2,2,4,4,1,1,1,1,4,5,4,4,4,2,4,4,2,4,2,2,4,3,2,3,4,4,4,5,3,1,3,4,2,1,4,2,4,1,3,3,2,2,4,2,4,2,2,2,2,4,2,1,4,5,2,2,4,1,4,4,3,4,2,2,4,2,2,2,4,5,3,2,4,2,4,4,4,4,4,4,1,1,4,2,2,5,2,5,2,1,4,2,4,4,2,2,3,2,2,4,2,4,2,5,3,1,4,2,4,4,4,4,2,2,3,3,4,2,3,4,4,2,3,2,4,2,2,2,3,1,2,2,2,2,3,2,3,2,2,2,2,4,2,4,2,2,4,2,5,2,4,3,5,4,3,5,3,1,3,"applicant",0,0,TRUE,3.875,2.25,4.875,3.5,4,3.25,4,3.125,4.125,2.875,4,2.875,3.875,2.875,4.25,3.75,3.625,3.75,3.5,3.625,4.375,4,4.5,3.25,3.875,3.8125,2.96875,4.40625,3.53125,4.03125,3.28125,3.875,TRUE,0.49628997709754,0.481691174690878,16.09375,0.661848066656445,183.909445991609,167.08549854242,-183.909445991609,-167.08549854242,0.45,-0.45,0.18,0.295818288556547,2.94
"2684",101340,4,1,4,4,4,3,1,4,3,2,5,2,3,4,4,3,2,2,2,2,2,3,2,4,3,4,4,3,4,2,2,4,1,3,5,3,1,4,2,4,4,2,5,3,3,4,4,1,4,4,4,4,5,1,3,3,2,3,4,3,3,4,4,4,4,2,2,3,5,2,4,4,2,5,2,1,1,1,4,1,4,3,2,4,5,4,4,4,2,1,3,4,2,1,2,3,4,5,1,2,4,5,2,5,4,4,1,4,4,4,4,4,4,5,2,4,3,2,3,4,2,1,3,2,1,2,5,1,2,3,2,2,4,4,4,4,4,2,4,4,4,4,2,4,2,5,4,4,2,4,2,2,2,2,2,2,4,4,3,4,4,4,2,4,2,4,4,2,2,5,4,4,2,1,1,4,4,4,4,2,4,2,4,4,2,3,4,2,2,1,2,4,4,5,4,4,5,2,5,2,"research",0,0,TRUE,2.375,1.75,3.5,2.5,4.375,2.625,3.5,4.25,2.75,2.75,3.875,3.25,2,3.5,3.625,2.625,2.5,3.125,3.25,2.5,3.875,1.875,2.375,3.5,3.875,2.78125,3,3.4375,2.4375,3.28125,3.125,3.875,TRUE,-1.92529195709681,-2.20556951336786,12.0625,-2.23148497928463,622.921558729253,332.754631611563,-622.921558729253,-332.754631611563,1.185,-1.185,0.185,-0.00203628402077043,3.105
"2685",100159,4,1,4,4,4,3,1,5,5,4,5,3,4,2,5,4,1,1,3,2,4,2,5,5,4,4,5,5,4,5,5,3,1,2,5,2,2,2,1,4,4,1,2,4,5,1,2,2,2,4,4,4,2,4,2,4,4,3,4,4,5,2,5,4,4,5,4,5,5,5,2,3,4,2,2,4,4,5,4,3,4,2,4,4,4,4,2,2,5,2,3,3,2,4,3,3,3,4,1,3,4,4,4,2,2,4,2,4,3,3,5,5,4,5,3,3,5,5,4,5,4,4,1,3,5,1,5,2,4,4,1,5,2,5,4,4,2,2,2,3,4,2,4,2,4,3,1,4,5,5,2,4,5,4,3,2,4,3,3,4,2,5,3,2,2,2,4,3,2,5,2,3,4,3,2,4,1,4,5,4,4,4,5,4,2,2,3,5,4,4,5,5,4,5,5,5,5,4,4,2,"research",0,0,TRUE,3.375,2.375,4.5,3,2.5,3.75,4.125,3.375,4.5,3.375,3.875,3,2.5,2.125,4.5,2.875,2.75,4.125,3.125,3.625,3.875,4.375,3.375,3.25,4,3.28125,2.875,4.34375,3.40625,3.125,3.53125,4,TRUE,-0.300472618480567,-0.464351025236264,14.8125,-0.578997523910792,494.452465352806,281.59237854648,-494.452465352806,-281.59237854648,0.89,-0.89,0.29,0.117165789300609,3.43
"2686",213499,4,1,4,4,4,3,3,3,4,4,4,2,4,3,4,2,4,2,2,2,2,2,4,4,4,4,4,3,4,3,4,2,2,4,4,2,4,2,2,4,1,3,2,3,3,1,2,2,2,4,4,3,4,4,2,4,3,4,4,4,2,2,3,2,3,3,4,3,4,4,1,2,4,4,2,3,2,2,2,4,3,2,3,4,2,3,3,2,4,2,2,2,2,4,4,2,2,3,2,3,4,3,4,2,2,4,2,4,2,4,3,4,2,4,1,4,3,4,4,3,2,2,2,3,2,2,3,4,3,4,2,2,2,3,3,2,3,2,2,2,3,2,4,2,4,2,2,3,2,2,2,3,4,3,2,3,3,3,2,2,4,3,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,4,2,2,4,2,4,4,2,3,2,4,2,4,4,3,4,3,4,2,2,2,"applicant",0,0,TRUE,3.25,2.125,4,3.125,4,2.625,3.75,2.625,3.625,3.75,3.875,3.375,3.875,3,3.5,4,3.875,2.875,3.875,3.375,3.625,4,4.125,2.875,3.75,3.6875,2.78125,3.6875,3.71875,3.96875,2.9375,3.75,TRUE,0.0614239525938891,-0.0834900607972947,15.21875,-0.16035669985806,106.884039804343,90.6932668873919,-106.884039804343,-90.6932668873919,0.455,-0.455,0.025,0.208359425564181,2.855
"2687",101302,4,1,4,4,4,4,1,1,1,4,5,4,4,2,2,2,2,1,2,1,2,1,5,5,3,5,5,4,4,3,5,2,1,2,5,3,2,1,2,4,2,2,2,2,5,2,3,1,3,4,4,3,5,2,1,4,4,1,5,4,3,1,4,2,3,2,4,2,5,3,1,2,3,5,2,4,2,1,2,1,4,3,5,5,3,5,2,4,3,2,2,3,2,4,4,2,2,4,1,4,4,4,5,3,1,2,1,4,2,3,4,2,4,4,1,2,4,2,4,4,4,1,1,3,1,2,5,4,4,2,1,4,1,4,4,2,1,2,2,2,5,2,4,1,2,2,1,4,1,2,1,4,5,2,1,3,2,2,2,2,4,4,1,4,1,5,2,1,2,4,1,4,3,1,1,4,1,4,1,3,2,2,4,2,2,3,2,2,1,4,2,4,1,1,4,4,4,1,2,2,"research",0,0,TRUE,3.125,1.5,4.625,3,4.25,2.375,4.875,2.875,4.125,2.25,5,3.5,3.625,2,3.75,3.5,3.125,3.25,4,2.25,4.625,3.375,4.125,3,3.375,3.90625,2.15625,4.28125,3.03125,4.125,3.03125,3.375,TRUE,0.198488912049475,0.382308489004977,16.21875,0.435914905962961,362.744492167676,238.253644675724,-362.744492167676,-238.253644675724,0.77,-0.77,0.315,0.220216313128042,2.75
